density,mask,perceived_risk,probability
0,FALSE,1,0.181232227
0,FALSE,2,0.542369668
0,FALSE,3,0.232417062
0,FALSE,4,0.039052133
0,FALSE,5,0.00492891
0,TRUE,1,0.298767773
0,TRUE,2,0.582180095
0,TRUE,3,0.093080569
0,TRUE,4,0.019146919
0,TRUE,5,0.006824645
1,FALSE,1,0.098767773
1,FALSE,2,0.364170616
1,FALSE,3,0.34521327
1,FALSE,4,0.164170616
1,FALSE,5,0.027677725
1,TRUE,1,0.206824645
1,TRUE,2,0.535734597
1,TRUE,3,0.203033175
1,TRUE,4,0.040947867
1,TRUE,5,0.013459716
